FIN.TRANSACTION DATE,MCH.MERCHANT NAME,FIN.TRANSACTION AMOUNT
01/10/2017,POSSESSIONCLAIM.GO,325.00
01/10/2017,LINKEDIN-377 5007763,531.36
01/10/2017,FACEBK R7YTJDSDS2,11.19
01/10/2017,FACEBK W7YTJDSDS2,.97
01/10/2017,INSIGHTLY CRM,134.95
01/10/2017,SWITCHBOARD,25.82
01/11/2017,INSIGHTLY CRM,135.97
01/11/2017,AMAZON SVCS EU-UK AMAZ,22.18
01/11/2017,EMMAUS,120.00
01/11/2017,SWITCHBOARD,35.44
01/11/2017,SCANIA GB LTD,1154.40
01/11/2017,DIESEL INJECTION PERFO,96.00
01/11/2017,INDEED TEL+35312545907,35.96
01/11/2017,SHEEHANCONTRACTORS,402.00
01/11/2017,LINKEDIN 2786264136 LN,79.32
01/11/2017,TRAINLINE,84.15
01/11/2017,CARPETS 4 LESS,115.00
01/11/2017,HOMEBASE LTD 091,7.64
01/11/2017,AMAZON UK MARKETPLACE,19.49
01/11/2017,OPENXTRA LTD.,84.78
01/11/2017,PAYPAL  LIVINGWAGE,260.50
01/11/2017,VICTORIAN PLUMBING LTD,184.90
01/11/2017,EYRE & ELLISTON LTD,18.67
01/11/2017,WWW.WADLIMITED.COM,58.99
01/11/2017,EXECUTIVE SECURITY,25.67
01/11/2017,MARKS&SPENCER PLC,8.10
01/11/2017,TRAINLINE,176.97
01/11/2017,TRAVELODGE,84.00
01/11/2017,CARPETS4LESS,387.79
02/10/2017,PREMIER INN,272.00
02/10/2017,RYMAN 1172,1.99
02/10/2017,PARK INN TELFORD,149.00
02/10/2017,M6 TOLL,5.90
02/10/2017,AMAZON UK MARKETPLACE,37.95
02/10/2017,SHEEHANCONTRACTORS,402.00
02/10/2017,WWW.OXFORD.GOV.UK,6.09
02/10/2017,CO-OPERATIVE FOOD,50.00
02/10/2017,SCREWFIX DIRECT LT,8.99
02/10/2017,WWW.JPARKERS.CO.UK,210.66
02/10/2017,INTELLIGENT SERVERS,60.00
02/11/2017,EMMAUS,35.00
02/11/2017,ARGOS LTD,18.93
02/11/2017,SGP THAMES TRANSIT,18.00
02/11/2017,PEARTREE P/RIDE,2.20
02/11/2017,ADOBE  CREATIVE CLOUD,16.86
02/11/2017,CERTSURE LLP,798.00
02/11/2017,ROYAL CARS,174.90
02/11/2017,POSTOFFICE SELFSERVICE,8.55
03/10/2017,WORDPRESS 6E27EBMQDC,72.00
03/10/2017,PLURALSIGHT,1940.62
03/10/2017,WWW.DOMINOS.CO.UK,37.98
03/10/2017,SAINSBURYS SACAT 6211,10.70
03/10/2017,RYMAN 1172,8.37
03/10/2017,TRAVELODGE,466.45
03/10/2017,THE PLOUGH,448.20
03/10/2017,MARKS&SPENCER PLC,85.50
03/10/2017,AMAZON EU,17.40
03/10/2017,ARGOS LTD,126.85
03/10/2017,THE CHILTERN RLYWY,217.00
03/10/2017,THE CHILTERN RLYWY,80.50
03/10/2017,EXECUTIVE SECURITY,40.32
03/10/2017,MARKS&SPENCER PLC,33.55
03/11/2017,DATA DIALOGUE,68.40
03/11/2017,HOLIDAY INN MEDIA CITY,297.00
03/11/2017,EYRE & ELLISTON LTD,38.78
03/11/2017,TRAVELODGE,95.00
03/11/2017,BUCKS RECYCLING LTD,282.00
03/11/2017,HEALTH SCREEN,195.00
03/11/2017,AMAZON SVCS EU-UK AMAZ,155.94
03/11/2017,AMAZON EU AMAZON.CO.UK,20.85
03/11/2017,LINKEDIN-347 1873454,700.26
03/11/2017,EXECUTIVE SECURITY,34.86
03/11/2017,AMAZON UK MARKETPLACE,19.99
03/11/2017,AMAZON SVCS EU-UK AMAZ,149.90
03/11/2017,AMAZON SVCS EU-UK AMAZ,129.95
03/11/2017,SCREWFIX DIRECT,41.99
03/11/2017,MARKS&SPENCER PLC,19.90
03/11/2017,001 TAXIS,10.85
03/11/2017,BYTEMARK HOSTING,23.60
04/10/2017,TELFORD INTERNATIONAL,64.00
04/10/2017,SAINSBURYS LOC4049,20.00
04/10/2017,PASS  PORTABLE APPLIAN,222.66
04/10/2017,CARPETRIGHT PLC,80.13
04/10/2017,SAINSBURYS SACAT 6211,7.85
04/10/2017,THE ELECTRIC TRANSPORT,400.00
04/10/2017,RAILEASY WEB SITE,38.96
04/10/2017,POSSESSIONCLAIM.GO,325.00
04/10/2017,AMAZON UK MARKETPLACE,13.24
04/10/2017,AMAZON UK MARKETPLACE,12.94
04/10/2017,WWW.THEKEY.CO.UK,72.00
04/10/2017,SMITH & LOW LTD,34.72
04/10/2017,MARKS&SPENCER PLC,108.00
04/10/2017,BUS TICKET OR EMT WIFI,36.00
04/10/2017,CHILTERN TIMBER,330.00
04/10/2017,DECATHLON UK LTD,105.00
04/10/2017,BUILDBASE LIMITED,137.40
04/10/2017,PAYPAL  STICKERMARK,80.00
04/10/2017,AMAZON UK MARKETPLACE,145.79
04/11/2017,LINKEDIN-381 1377013,15.86
05/10/2017,GWR WEBSALES,33.80
05/10/2017,PAYPAL  DECADESFANC,31.47
05/10/2017,SCREWFIX DIRECT,279.97
05/10/2017,CITY CAR PARKS,3.70
05/10/2017,TRAINLINE,62.12
05/10/2017,EYRE & ELLISTON LTD,372.00
05/10/2017,EYRE & ELLISTON LTD,96.00
05/10/2017,TRAINLINE,71.81
05/10/2017,OXFORD OXPENS CP,12.20
05/10/2017,WWW.PARTYPACKS.CO.UK,30.35
05/10/2017,TRAINLINE,79.46
05/10/2017,DFSK PARTS LTD,47.94
05/10/2017,BOOTS 0330,24.00
05/10/2017,FLU XPRESS LIMITED,203.00
05/10/2017,OXFORD PROFESSIONAL CO,2400.00
05/10/2017,TOOLSTATION,66.45
05/10/2017,COMPANIES HOUSE,13.00
05/10/2017,COMPANIES HOUSE,13.00
05/10/2017,AMAZON UK MARKETPLACE,57.47
05/10/2017,AMAZON UK MARKETPLACE,43.70
05/11/2017,WWW.OXFORDBUS.CO.UK,30.00
06/10/2017,TRAINLINE,57.22
06/10/2017,AMAZON UK MARKETPLACE,53.93
06/10/2017,WILKO RETAIL LIMIT,9.00
06/10/2017,FRONTIER-PITTS LTD,413.64
06/10/2017,HEALTH SCREEN,120.00
06/10/2017,FREDS DISCOUNT STORE,21.00
06/10/2017,MOTORIST DISCOUNT CENT,10.99
06/10/2017,UNION STREET CAR PARK,1.70
06/10/2017,TESCO STORE 2994,35.40
06/10/2017,TESCO STORE 2994,19.98
06/10/2017,IZ  WALKIN,12.50
06/10/2017,CO-OPERATIVE FOOD,25.00
06/10/2017,CO-OPERATIVE FOOD,20.00
06/10/2017,SPORTSDIRECT 218,29.00
06/10/2017,PRIMARK 484,10.50
06/10/2017,CO-OPERATIVE FOOD,-20.00
06/10/2017,MAILCLARKAI,30.82
06/10/2017,PIERRE VICTOIRE,44.00
06/10/2017,SMITH & LOW LTD,16.99
06/10/2017,POST OFFICE COUNTER,4.40
06/10/2017,OXFORD OXPENS CP,2.70
06/10/2017,EXECUTIVE SECURITY,78.00
06/10/2017,THE POPPY APPEAL,170.00
06/10/2017,GWR WEBSALES,16.90
06/11/2017,MAILCLARKAI,30.67
06/11/2017,PREMIER INN,62.99
06/11/2017,FISH BROTHERS NISS,45.64
06/11/2017,DIESEL INJECTION PERFO,1509.36
06/11/2017,CO-OPERATIVE FOOD,50.00
06/11/2017,GWR READING TO,24.20
06/11/2017,APCOA -READING STATION,18.00
06/11/2017,CARPETRIGHT PLC,589.79
06/11/2017,WWW.INSTANTPRINT.C,48.44
06/11/2017,TRAINLINE,-58.90
06/11/2017,CARPETS4LESS,986.92
06/11/2017,TRAINLINE,17.29
07/10/2017,OCC ON-STREET PARKING,5.00
07/10/2017,OCC ON-STREET PARKING,5.00
07/10/2017,AMAZON.CO.UK,13.89
07/11/2017,AMAZON SVCS EU-UK AMAZ,19.95
07/11/2017,AMAZON SVCS EU-UK AMAZ,18.99
07/11/2017,AMAZON SVCS EU-UK AMAZ,18.99
07/11/2017,TRAINLINE,84.15
07/11/2017,"THE ORACLE CAR PARK, R",8.00
07/11/2017,TRAINLINE,79.66
07/11/2017,TRAVELODGE,384.75
07/11/2017,BUCKS RECYCLING LTD,282.00
07/11/2017,CURRYS ONLINE,399.96
07/11/2017,AUTO LIFT,66.98
07/11/2017,FRONTIER-PITTS LTD,1494.00
07/11/2017,SAINSBURYS LOC 6211,18.85
07/11/2017,AMAZON SVCS EU-UK AMAZ,1.78
07/11/2017,LINKEDIN-279 4432236,14.58
07/11/2017,HEADINGTON AUTOPARTS &,14.98
07/11/2017,TRAINLINE,13.21
07/11/2017,RYMAN 1172,9.98
07/11/2017,POSTOFFICE SELFSERVICE,26.60
07/11/2017,ARGOS HEYFORD HILL,65.96
07/11/2017,QUARTER BAR,7.15
07/11/2017,SELFSERVE TICKET,36.70
07/11/2017,PLUMB CENTER CW,25.19
07/11/2017,EUROSTAR INTERNET,402.60
07/11/2017,BIG YELLOW S S OXFORD,193.93
07/11/2017,AMZ LAUGHOUTLOUD24/7,-6.98
07/11/2017,WWW.ROUTE1PRINT.CO,9.69
08/10/2017,INDEED TEL+35312545907,15.00
08/10/2017,AMAZON EU,24.31
08/10/2017,DELL PRODUCT,50.39
08/11/2017,SETON,374.58
08/11/2017,AMAZON SVCS EU-UK AMAZ,22.77
08/11/2017,CANVA 01772-1212965,.79
08/11/2017,BRAYLEY,45.23
08/11/2017,COMMUNITY TRANSPORT AS,295.00
08/11/2017,STONERIDGE ELECTRONICS,780.00
08/11/2017,STONERIDGE ELECTRONICS,72.00
08/11/2017,SAINSBURYS SACAT 6211,10.20
08/11/2017,WWW.THEKEY.CO.UK,36.00
08/11/2017,APL /001TAXIS,6.00
08/11/2017,APL /001TAXIS,5.75
08/11/2017,MAILCHIMP    PAYASYOUG,78.60
08/11/2017,WWW.WADLIMITED.COM,-58.99
08/11/2017,WWW.THEWORKS.CO.UK,29.99
08/11/2017,TRAINLINE,54.42
08/11/2017,TRAINLINE,71.81
08/11/2017,DSA THEORY TEST,23.00
09/10/2017,PREMIER INN,99.96
09/10/2017,INTERNATIONAL HOTEL TE,690.00
09/10/2017,TRAINLINE,127.60
09/10/2017,WWW.HIGHFIELD.CO.UK,32.80
09/10/2017,BOOTS 0330,11.14
09/10/2017,SAINSBURYS SACAT 6211,20.15
09/10/2017,HOTJAR,26.79
09/10/2017,HMCTS-TV031,1392.00
09/10/2017,RAPIDSPIKE,22.74
09/10/2017,DELL PRODUCT,155.76
09/11/2017,R M COURIERS LIMITED,126.00
09/11/2017,HEROKU OCT-13667732,5.51
09/11/2017,WAITROSE 211,65.48
